0.119966	0.514612
0.151284	0.471201
0.174886	0.404371
0.153382	0.219872
0.0514971	0.123135
0.0428186	0.206448
0.000312349	0.248858
0.0706277	0.273081
0.20791	0.208167
0.188533	0.0823679
0.145318	0.0715015
0.14937	0.123103
0.440613	0.242035
0.136766	-0.0926775
0.141874	-0.242064
0.0331284	-0.271796
-0.0340085	-0.160494
0.26398	-0.221894
0.0768906	0.0335975
0.0719854	0.0761098
0.180552	0.174129
0.256291	0.129583
0.282391	0.0723159
0.263381	0.140362
0.247644	0.140557
0.235071	0.217833
0.175364	0.174452
0.282464	0.127795
0.419555	0.116055
0.206069	0.238709
0.0609666	0.387939
0.10573	0.238844
0.302436	0.0786445
0.302391	-0.179381
0.343302	-0.265857
0.461887	-0.289748
0.386648	-0.281673
0.178867	-0.185637
0.129003	-0.157554
0.404182	-0.0643238
0.443972	-0.0434241
0.601233	-0.0748277
0.483658	-0.0416812
0.156359	0.0818389
0.00763248	0.0458854
0.168574	0.0753505
0.274635	0.128384
0.375431	0.111211
0.41256	0.161807
0.271947	0.149086
0.216075	0.152872
0.388099	0.16564
0.312196	0.281711
0.320359	0.116708
0.336435	0.267047
0.166737	0.281979
0.141506	0.329237
0.278223	0.139658
0.1167	0.310634
0.275659	0.201257
0.29267	0.111473
0.248019	0.0594924
0.381487	-0.129375
0.32604	0.00495314
0.421156	0.206414
0.273325	0.338702
0.163557	0.18136
0.334534	0.133775
0.409371	0.165984
0.314664	0.069418
0.208785	0.138385
0.183703	0.104499
0.240978	-0.138204
0.237943	0.0422117
0.230737	0.0583123
0.301744	0.11228
0.209262	0.261399
0.163152	0.235653
0.267699	0.212612
0.423962	0.170925
0.325609	0.245521
0.209633	0.267583
0.395976	0.223564
0.226148	0.374195
0.327707	0.190199
0.357325	-0.0956552
0.315331	0.0886181
0.396404	0.304936
0.318686	0.108745
0.312616	0.167248
0.413858	0.261412
0.446996	0.0985195
0.398795	0.204449
0.189493	0.207088
0.237741	0.175857
0.354845	0.177943
0.349723	0.211908
0.0443879	0.245761
0.197213	0.162342
0.122631	0.049807
0.195733	-0.0250921
0.153091	0.0506447
-0.055448	0.317056
-0.268652	0.310754
-0.156411	0.389217
-0.0311802	0.303092
0.205566	0.0807771
0.299246	0.169575
0.155242	0.355908
0.262672	0.219334
0.112752	0.0621707
0.187498	0.117997
0.110074	0.123343
0.305407	0.23699
0.31247	0.0993918
0.368183	0.192377
0.435847	0.219703
0.456616	0.35145
0.409944	0.248129
0.331143	0.264466
0.20362	0.230757
0.257629	0.0415737
0.27446	-0.11655
0.391252	-0.249003
0.197185	-0.0695772
0.091397	-0.0400875
0.207555	-0.00141782
-0.0546742	-0.0553655
-0.230005	0.0563005
-0.259287	0.132112
-0.129825	0.0935594
-0.195599	0.0160469
-0.237722	0.00310784
-0.150213	-0.0559097
0.0560292	-0.0173599
0.179609	0.0473594
0.212419	0.0264583
0.227472	0.138125
0.215639	0.0388778
0.228358	-0.0217539
0.157552	0.00166571
0.281409	-0.0256163
0.140786	0.359856
0.427336	0.268836
0.325129	0.406641
0.298735	0.225431
0.165686	0.112219
0.152785	0.0662659
-0.016314	0.135237
-0.0188194	0.282212
-0.149745	0.304438
-0.208565	0.334902
-0.441706	0.480617
-0.22791	0.404801
-0.231902	0.305381
-0.205986	0.303006
-0.12589	0.378966
-0.315574	0.198687
-0.209328	0.152663
-0.00762197	0.205567
-0.18806	0.361718
0.0313357	0.385365
-0.0207818	0.280089
0.0390024	0.238395
0.019375	0.191774
0.165804	0.152589
0.20585	0.100711
0.00890412	-0.0844286
0.104776	0.0930006
0.00434193	0.0720636
0.00690089	0.163781
0.0916669	0.153813
0.0736377	0.0823102
0.0244789	0.184285
0.0146878	0.280075
0.115462	0.163629
0.321515	0.0741425
0.244811	0.0923824
0.368186	0.203642
0.289805	0.238982
0.309559	0.202972
0.420688	-0.0292702
0.38021	-0.1813
0.28145	0.0999921
0.207923	0.179025
0.00950655	0.293898
-0.0129439	0.250574
0.113762	0.175006
0.0795914	0.0154671
0.134023	0.0323328
0.179071	-0.0997396
0.413839	-0.223233
0.12906	-0.245384
0.161315	-0.148663
0.241109	0.0500789
0.249759	0.0148659
0.28261	0.0304266
0.379538	0.113876
0.391189	0.0497827
0.389252	0.097084
0.378198	0.131479
0.319935	0.0350829
0.388392	-0.291433
0.143026	0.00857886
0.0192708	0.0100384
0.0652097	-0.100281
0.025567	-0.21609
-0.0301223	0.0126477
-0.0016891	-0.244915
0.033382	-0.101551
-0.118155	0.116099
-0.038685	0.247128
0.0487695	0.404077
0.014578	0.262578
0.0177537	0.247245
-0.0337344	0.204609
-0.0157316	0.252216
0.0875001	0.0846559
0.114888	-0.00583585
0.221115	-0.0246681
0.246695	-0.0782369
0.158062	-0.0509015
0.211071	-0.0270536
0.25561	0.274465
0.173672	0.218646
0.0957898	0.221949
-0.0184599	0.224215
-0.117156	0.40274
-0.0113135	0.359161
0.140097	0.312962
0.17196	0.140609
0.220134	0.147068
0.476353	0.157121
0.397379	0.269934
0.434251	0.122047
0.372528	0.062163
0.16075	0.208679
0.164664	0.227722
0.238381	0.169062
0.148888	0.390211
0.258706	0.422673
0.283001	0.214471
0.369431	0.0245123
0.374191	0.214863
